"CARLOS E ELIANE LTDA ME(00007)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CARLAS SOUZA PORTO"
"","","E-Mail........:","","","carlasportocontabilidade@hotmail.c","","","","","","","","","","","","","","","","","","","","","","CNPJ.............:","","","","05.288.668/0001-08","","","","","","","","","","","","","","","","","","","","CEI ...........:","","","","","","","","","","","","","","","","","","","","","","",""
"","","Atividade...:","","","","","","","","","","","","","","","","","","","","","","","","","Insc.Estad......:","","","","ISENTO","","","","","","","","","","","","","","","","","","","","Ag. Alter...:","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Insc.Munic.:","","","ISENTO","","","","","","","","","","","","","","","","","","","","","","Reg. Cartório.:","","","","","","","","","","","","","","","","","","","","","","","","Tem Adiantamento ?","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Início Ativ.....:","","","","10/09/2002","","","","","","","","","","","","","","","","","","","","","Capital...........:","","","","20000","","","","","","","","","","","","","","","","","","","","% Adiantamento :","","","","","","","","","","","","","","","","0","","% ","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Fim Ativ........:","","","","","","","","","","","","","","","","","","","","","","","","","Regime Pagto Folha :","","","","","","","","","","","Regime de Competência","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Arred. Folha..:","","","","0,00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dados - Geral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Imposto Simples :","","","","","","Sim","","","","","","","","","","","","","","","","","","Fat. acima de 1.200.000 / ANO:","","","","","","","","","","","","","","","","Não","","","","","","","","","","Cód. Emp. WCont:","","","","","","","","","","","","","","","","","","","","","",""
"","","Últ. Livro...........:","","","","","","1","","","","","","","","","","","","","","","","","","Últ. Ficha.................................:","","","","","","","","","","","","","","","","104","","","","","","","","","","FPAS....................:","","","","","","","","","","","","","515","","","","","","","","",""
"","","Terceiro.............:","","","","","","","","","","","","","","","","","","","","","","","","Convênio (%) ..........................:","","","","","","","","","","","","","","","","0,00","","","","","","","","","","RAT .....................:","","","","","","","","","","","","","8299706","","","","","","","","",""
"","","RAT (%).............:","","","","","","0,00","","","","","","","","","","","","","","","","","","Porte Empresa.........................:","","","","","","","","","","","","","","","","Micro Empresa","","","","","","","","","","Cód. de Rec. GPS...:","","","","","","","","","","","","","2003","","","","","","","","",""
"","","Class. Tribut.............:","","","","","","","","","1","","","","","","","","","","","","","","","Empresa Construtora...............:","","","","","","","","","","","","","","","","Não","","","","","","","","","","SIAF...:","","","","","","","","","","","","","","","","","","","","","",""
"","","Ente Federativo.............:","","","","","","","","","","","","","","Não","","","","","","","","","","CNPJ Ente Federativo.............:","","","","","","","","","","","","","","","","","","","","","","","","","","Emp. Cooperativa...:","","","","","","","","","","","","","","Não","","","","","","","",""
"","","Cooperativa.............:","","","","","","","","","","","","","","","","","","","","","","","","e-mails................:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dados - eSocial","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Regime Previdenc.......:","","","","","","","","","","","","Regime Geral da Previdência ","","","","","","","","","","","","Ent. Educ. Sem Fins Lucrat..:","","","","","","","","","","","","","","Não","","","","","","","Contrat. PCD....:","","","","","","","","","Dispensado","","","","","","","","","","","","","","","","","",""
"","","Acordo Internacional.............:","","","","","","","","","","","","","","","","Não","","","","","","","","Trabalho Temporário..........:","","","","","","","","","","","","","","Não","","","","","","","Contrat. Aprendiz...:","","","","","","","","","","","Dispensado de acordo com a ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Flexibiliz. de Horários.............:","","","","","","","","","","","","","","","","Não","","","","","","","","Número do Registro..:","","","","","","","","","","","","","","","","","","","","","Contrat. Interm. Ent. Educativa..:","","","","","","","","","","","","","","","","","","","","","Não","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dados - FGTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Grupo.................:","","","","","","","","","","","","","","","","","","","","","","","","Código DV...............................:","","","","","","","","","","","","","","","","","","","","","","","","","","Contato.................:","","","","","","","","","","","","","VALDAIR T.","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Banco FGTS......:","","","","","","104 - Caixa Econômica Federal","","","","","","","","","","","","","","","","","","Agência .............:","","","","","","","1243-4 - Caixa Econômica Federal","","","","","","","","","","","","","","","","","","","","","Conta FGTS..........:","","","","","","","","","","","","","","","","","","","",""
"","","Cód. Cent.........:","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","Cidade.....................................:","","","","","","","","","","","","","","","S. P. DA ALDEIA","","","","","","","","","","","UF.........................:","","","","","","","","","","","","","RJ","","","","","","","","",""
"","","Domicílio...........:","","","","","","S. P. DA ALDEIA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","Cód. Centralização..................:","","","","","","","","","","","","","","","0","","","","","","","","","","","","","Categoria .............:","","","","","","","","","","","","","","","","","","","",""
"","","Banco GFIP.......:","","","","",""," - ","","","","","","","","","","","","","","","","","","Agência GFIP..........................:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," - ","","","","","","","","","","","","","Conta GFIP..........:","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Cod. Rec. SEFIP:","","","","","","","","","","","","","","","","","","","","","","","","Cod. Município GFIP...............:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dados - GRCS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Cód. Sindicato....:","","","","","","006","","","","","","","","","","","","","","","","Nome :","","","","SINDCOM - Sind.do Comércio Varej. de Cabo Frio, Ar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Estabelecimento :","","","","","","1","","","","","","","","","","","","","","","","Total Estabelecimento :","","","","","","","","","","","","","","","","","","","","","","","","","Ano Última Contrib. Sindical :","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dados - CAGED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Primeira Declaração :","","","","","","","","","","Não","","","","","","","","","Mudança :","","","1","","","","","","","","","","","","","","","Encerramento :","","","","","","","2","","","","","","","","","","","","","","","CBA :","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dados - RAIS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Cód. Mun..................:","","","","","","","","","","","","3301876","","","","","","","","","Mês da data base.:","","","","","","4","","","","","CNAE................:","","","","","","","","","","8299706","","","","","","","","","","","","","Nat. Jur. ..:","","","","","2062","","","","","","","","","","","",""
"","","Participante do PAT:","","","","","","","","","","NÃO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dados - PIS / IR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Tipo apuração.:","","","","","Não Centraliza","","","","","","","","","","","","","","","Empresa Centralizadora.:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Apura PIS....:","","","","","","","","","Sim","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dados - Sindicato(s)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Código.:","","014","","","","","","","","","","","","","Nome :","","","SINDEAPRJ ","","","","","","","","","","","","","","","","","","","","","","","","","","","","Estab.:","","","","","","","042","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dados - Observações","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RELOJOARIA NOVA IGUABA LTDA ME(00054)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CARLAS SOUZA PORTO"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Emissão: 10:01","","","","28/10/2019"
"Relatório Completo de Empresas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Página: 6"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dados - Cadastrais","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Registro na Junta Comercial","","","","","","","","","","","","","","","","","","","","","","",""
"","","Endereço...:","","","AV PAULINO PINTO PINHEIRO, ","","","","","","","","","","","","","","","","","","","","","","Bairro:...........:","","","","CENTRO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","189","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","CEP...............:","","","","28960-000","","","","","","","","","","","","U.F.:","","RJ","","","","","","Data.....:","","","","","","","","31/05/2005","","","","","","","","","","","","","","",""
"","","Cidade........:","","","Iguaba Grande","","","","","","","","","","","","","","","","","","","","","","Telefone........:","","","","02226343889","","","","","","","","","","","","","","","","","","","","Número.:","","","","","","","","00001523706","","","","","","","","","","","","","","",""
"","","E-Mail........:","","","carlasportocontabilidade@hotmail.c","","","","","","","","","","","","","","","","","","","","","","CNPJ.............:","","","","31.402.464/0001-58","","","","","","","","","","","","","","","","","","","","CEI ...........:","","","","","","","","","","","","","","","","","","","","","","",""
"","","Atividade...:","","","","","","","","","","","","","","","","","","","","","","","","","Insc.Estad......:","","","","83268794","","","","","","","","","","","","","","","","","","","","Ag. Alter...:","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Insc.Munic.:","","","ISENTO","","","","","","","","","","","","","","","","","","","","","","Reg. Cartório.:","","","","","","","","","","","","","","","","","","","","","","","","Tem Adiantamento ?","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Início Ativ.....:","","","","27/04/1987","","","","","","","","","","","","","","","","","","","","","Capital...........:","","","","10000","","","","","","","","","","","","","","","","","","","","% Adiantamento :","","","","","","","","","","","","","","","","0","","% ","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Fim Ativ........:","","","","","","","","","","","","","","","","","","","","","","","","","Regime Pagto Folha :","","","","","","","","","","","Regime de Competência","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Arred. Folha..:","","","","0,00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dados - Geral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Imposto Simples :","","","","","","Sim","","","","","","","","","","","","","","","","","","Fat. acima de 1.200.000 / ANO:","","","","","","","","","","","","","","","","Não","","","","","","","","","","Cód. Emp. WCont:","","","","","","","","","","","","","","","","","","","","","",""
"","","Últ. Livro...........:","","","","","","","","","","","","","","","","","","","","","","","","Últ. Ficha.................................:","","","","","","","","","","","","","","","","1","","","","","","","","","","FPAS....................:","","","","","","","","","","","","","515","","","","","","","","",""
"","","Terceiro.............:","","","","","","","","","","","","","","","","","","","","","","","","Convênio (%) ..........................:","","","","","","","","","","","","","","","","0,00","","","","","","","","","","RAT .....................:","","","","","","","","","","","","","4783101","","","","","","","","",""
"","","RAT (%).............:","","","","","","0,00","","","","","","","","","","","","","","","","","","Porte Empresa.........................:","","","","","","","","","","","","","","","","Micro Empresa","","","","","","","","","","Cód. de Rec. GPS...:","","","","","","","","","","","","","2003","","","","","","","","",""
"","","Class. Tribut.............:","","","","","","","","","1","","","","","","","","","","","","","","","Empresa Construtora...............:","","","","","","","","","","","","","","","","Não","","","","","","","","","","SIAF...:","","","","","","","","","","","","","","","","","","","","","",""
"","","Ente Federativo.............:","","","","","","","","","","","","","","Não","","","","","","","","","","CNPJ Ente Federativo.............:","","","","","","","","","","","","","","","","","","","","","","","","","","Emp. Cooperativa...:","","","","","","","","","","","","","","Não","","","","","","","",""
"","","Cooperativa.............:","","","","","","","","","","","","","","","","","","","","","","","","e-mails................:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dados - eSocial","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Regime Previdenc.......:","","","","","","","","","","","","Regime Geral da Previdência ","","","","","","","","","","","","Ent. Educ. Sem Fins Lucrat..:","","","","","","","","","","","","","","Não","","","","","","","Contrat. PCD....:","","","","","","","","","Dispensado","","","","","","","","","","","","","","","","","",""
"","","Acordo Internacional.............:","","","","","","","","","","","","","","","","Não","","","","","","","","Trabalho Temporário..........:","","","","","","","","","","","","","","Não","","","","","","","Contrat. Aprendiz...:","","","","","","","","","","","Dispensado de acordo com a ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Flexibiliz. de Horários.............:","","","","","","","","","","","","","","","","Não","","","","","","","","Número do Registro..:","","","","","","","","","","","","","","","","","","","","","Contrat. Interm. Ent. Educativa..:","","","","","","","","","","","","","","","","","","","","","Não","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dados - FGTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Grupo.................:","","","","","","","","","","","","","","","","","","","","","","","","Código DV...............................:","","","","","","","","","","","","","","","","","","","","","","","","","","Contato.................:","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Banco FGTS......:","","","","","","104 - Caixa Econômica Federal","","","","","","","","","","","","","","","","","","Agência .............:","","","","","","","1243-4 - Caixa Econômica Federal","","","","","","","","","","","","","","","","","","","","","Conta FGTS..........:","","","","","","","","","","","","","","","","","","","",""
"","","Cód. Cent.........:","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","Cidade.....................................:","","","","","","","","","","","","","","","São P da Aldeia","","","","","","","","","","","UF.........................:","","","","","","","","","","","","","RJ","","","","","","","","",""
"","","Domicílio...........:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","Cód. Centralização..................:","","","","","","","","","","","","","","","0","","","","","","","","","","","","","Categoria .............:","","","","","","","","","","","","","","","","","","","",""
"","","Banco GFIP.......:","","","","",""," - ","","","","","","","","","","","","","","","","","","Agência GFIP..........................:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," - ","","","","","","","","","","","","","Conta GFIP..........:","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Cod. Rec. SEFIP:","","","","","","","","","","","","","","","","","","","","","","","","Cod. Município GFIP...............:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dados - GRCS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Cód. Sindicato....:","","","","","","006","","","","","","","","","","","","","","","","Nome :","","","","SINDCOM - Sind.do Comércio Varej. de Cabo Frio, Ar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Estabelecimento :","","","","","","1","","","","","","","","","","","","","","","","Total Estabelecimento :","","","","","","","","","","","","","","","","","","","","","","","","","Ano Última Contrib. Sindical :","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dados - CAGED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Primeira Declaração :","","","","","","","","","","Não","","","","","","","","","Mudança :","","","1","","","","","","","","","","","","","","","Encerramento :","","","","","","","2","","","","","","","","","","","","","","","CBA :","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dados - RAIS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Cód. Mun..................:","","","","","","","","","","","","3301876","","","","","","","","","Mês da data base.:","","","","","","5","","","","","CNAE................:","","","","","","","","","","4783101","","","","","","","","","","","","","Nat. Jur. ..:","","","","","2062","","","","","","","","","","","",""
"","","Participante do PAT:","","","","","","","","","","NÃO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dados - PIS / IR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Tipo apuração.:","","","","","Não Centraliza","","","","","","","","","","","","","","","Empresa Centralizadora.:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Apura PIS....:","","","","","","","","","Sim","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dados - Sindicato(s)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Código.:","","002","","","","","","","","","","","","","Nome :","","","Sindicato dos Empregados no Com. de Cabo Frio, Armação de Buzios","","","","","","","","","","","","","","","","","","","","","","","","","","","","Estab.:","","","","","","","54","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dados - Observações","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D D T DA SILVA MATERIAIS DE CONST ME(00055)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CARLAS SOUZA PORTO"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Emissão: 10:02","","","","28/10/2019"
"Relatório Completo de Empresas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Página: 7"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dados - Cadastrais","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Registro na Junta Comercial","","","","","","","","","","","","","","","","","","","","","","",""
"","","Endereço...:","","","RUA F, S/N","","","","","","","","","","","","","","","","","","","","","","Bairro:...........:","","","","SÃO MIGUEL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","CEP...............:","","","","28960-000","","","","","","","","","","","","U.F.:","","RJ","","","","","","Data.....:","","","","","","","","","","","","","","","","","","","","","","",""
"","","Cidade........:","","","Iguaba Grande","","","","","","","","","","","","","","","","","","","","","","Telefone........:","","","","2226343889","","","","","","","","","","","","","","","","","","","","Número.:","","","","","","","","","","","","","","","","","","","","","","",""
"","","E-Mail........:","","","carlasportocontabilidade@hotmail.c","","","","","","","","","","","","","","","","","","","","","","CNPJ.............:","","","","05.489.909/0001-79","","","","","","","","","","","","","","","","","","","","CEI ...........:","","","","","","","","","","","","","","","","","","","","","","",""
"","","Atividade...:","","","","","","","","","","","","","","","","","","","","","","","","","Insc.Estad......:","","","","77527230","","","","","","","","","","","","","","","","","","","","Ag. Alter...:","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Insc.Munic.:","","","ISENTO","","","","","","","","","","","","","","","","","","","","","","Reg. Cartório.:","","","","","","","","","","","","","","","","","","","","","","","","Tem Adiantamento ?","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Início Ativ.....:","","","","13/11/2002","","","","","","","","","","","","","","","","","","","","","Capital...........:","","","","20000","","","","","","","","","","","","","","","","","","","","% Adiantamento :","","","","","","","","","","","","","","","","0","","% ","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Fim Ativ........:","","","","","","","","","","","","","","","","","","","","","","","","","Regime Pagto Folha :","","","","","","","","","","","Regime de Competência","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Arred. Folha..:","","","","0,00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dados - Geral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Imposto Simples :","","","","","","Sim","","","","","","","","","","","","","","","","","","Fat. acima de 1.200.000 / ANO:","","","","","","","","","","","","","","","","Não","","","","","","","","","","Cód. Emp. WCont:","","","","","","","","","","","","","","","","","","","","","",""
"","","Últ. Livro...........:","","","","","","1","","","","","","","","","","","","","","","","","","Últ. Ficha.................................:","","","","","","","","","","","","","","","","4","","","","","","","","","","FPAS....................:","","","","","","","","","","","","","515","","","","","","","","",""
"","","Terceiro.............:","","","","","","","","","","","","","","","","","","","","","","","","Convênio (%) ..........................:","","","","","","","","","","","","","","","","0,00","","","","","","","","","","RAT .....................:","","","","","","","","","","","","","4744005","","","","","","","","",""
"","","RAT (%).............:","","","","","","0,00","","","","","","","","","","","","","","","","","","Porte Empresa.........................:","","","","","","","","","","","","","","","","Micro Empresa","","","","","","","","","","Cód. de Rec. GPS...:","","","","","","","","","","","","","2003","","","","","","","","",""
"","","Class. Tribut.............:","","","","","","","","","1","","","","","","","","","","","","","","","Empresa Construtora...............:","","","","","","","","","","","","","","","","Não","","","","","","","","","","SIAF...:","","","","","","","","","","","","","","","","","","","","","",""
"","","Ente Federativo.............:","","","","","","","","","","","","","","Não","","","","","","","","","","CNPJ Ente Federativo.............:","","","","","","","","","","","","","","","","","","","","","","","","","","Emp. Cooperativa...:","","","","","","","","","","","","","","Não","","","","","","","",""
"","","Cooperativa.............:","","","","","","","","","","","","","","","","","","","","","","","","e-mails................:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dados - eSocial","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Regime Previdenc.......:","","","","","","","","","","","","Regime Geral da Previdência ","","","","","","","","","","","","Ent. Educ. Sem Fins Lucrat..:","","","","","","","","","","","","","","Não","","","","","","","Contrat. PCD....:","","","","","","","","","Dispensado","","","","","","","","","","","","","","","","","",""
"","","Acordo Internacional.............:","","","","","","","","","","","","","","","","Não","","","","","","","","Trabalho Temporário..........:","","","","","","","","","","","","","","Não","","","","","","","Contrat. Aprendiz...:","","","","","","","","","","","Dispensado de acordo com a ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
